site,gps_coordinates,date,start_time,end_time,depth,replicate_no,family,species,size,biomass
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SCABER,21-30,290.09
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,ROSY,21-30,410.81
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,ROSY,21-30,410.81
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,ROSY,21-30,410.81
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SQ,11-20,127.76
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,DUSKY,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,ECLIPSE,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,PAR,ECLIPSE,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,RAB,CHIN,31-40,890.08
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,RAB,CHIN,31-40,890.08
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,RAB,CHIN,31-40,890.08
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,RAB,CHIN,31-40,890.08
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,TRIG,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,TRIG,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,TRIG,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,TRIG,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,TRIG,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,TRIG,SUBF,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,03-Oct,3.70
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,03-Oct,4.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02450264
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02450265
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02450266
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,11-20,91.02
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,3 COLOUR,11-20,99.92
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,ROSY,11-20,89.54578826
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,21-30,423.88
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,3 COLOUR,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,3 COLOUR,21-30,467.63
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SCABER,31-40,746.53
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,ROSY,21-30,410.81
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,ROSY,21-30,410.81
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,ROSY,21-30,410.81
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,SORDID,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,31-40,1304.18
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,31-40,1304.18
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,31-40,1304.18
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,31-40,1304.18
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,DUSKY,31-40,1304.18
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,3 COLOUR,31-40,1304.18
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,FRENATUS,31-40,1773.57
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,STR,NA,NA
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,BLUEBAR,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:55,11:10,5,2,PAR,BLUEBAR,31-40,1178.25
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,MONO,11-20,89
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,LEU,11-20,398
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,LEU,11-20,398
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,ARG,11-20,59.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,ARG,11-20,59.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,ROG,11-20,64
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,ROG,11-20,64.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,ROG,11-20,64.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,SNAP,MONOS,21-30,279.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,LEU,21-30,1921.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,COE,21-30,248.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,COE,21-30,248.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,SNAP,MONOS,31-40,737
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,SNAP,FUR,31-40,873
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,SNAP,FUR,31-40,873.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,GRO,COE,31-40,647.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,1,EMP,ERY,51-60,4031.00
laamafaruhaa,"1°50'06.2""N 73°23'28.6""E",08/11/2021,10:36,10:54,5,2,GRO,ARG,03-Oct,2
